Page Type,URL,Meta Title,Meta Description,Meta Keywords,Stars,Language,Topics
Tool Page,https://www.trackmcp.com/tool/advanced-trello-mcp-server,advanced-trello-mcp-server - MCP Tool for TypeScript,Model Context Protocol tool. TypeScript implementation.,"advanced-trello-mcp-server, advanced-trello-mcp-server MCP, MCP tool, Model Context Protocol, TypeScript MCP",2,TypeScript,
Tool Page,https://www.trackmcp.com/tool/concordium-mcp-server,concordium-mcp-server - MCP Tool for TypeScript,Concordium mcp-sever for interacting with the concordium chain. TypeScript implementation.,"concordium-mcp-server, concordium-mcp-server MCP, MCP tool, Model Context Protocol, TypeScript MCP, blockchain, concordium, layer1",2,TypeScript,"blockchain, concordium, layer1"
Tool Page,https://www.trackmcp.com/tool/bible-mcp,bible-mcp - MCP Tool for Python,add biblical context to your generative AI applications. Python implementation. MCP tool for AI development.,"bible-mcp, bible-mcp MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/amap-maps-mcp-server,amap-maps-mcp-server - MCP Tool for JavaScript,https://github.com/zxypro1/amap-maps-mcp-server. JavaScript implementation.,"amap-maps-mcp-server, amap-maps-mcp-server MCP, MCP tool, Model Context Protocol, JavaScript MCP",2,JavaScript,
Tool Page,https://www.trackmcp.com/tool/MCP-deepseek-V3-et-claude-desktop,MCP-deepseek-V3-et-claude-desktop - MCP Tool for JavaScript,Model Context Protocol tool. JavaScript implementation.,"MCP-deepseek-V3-et-claude-desktop, MCP-deepseek-V3-et-claude-desktop MCP, MCP tool, Model Context Protocol, JavaScript MCP",2,JavaScript,
Tool Page,https://www.trackmcp.com/tool/hive-mcp-server,hive-mcp-server - MCP Tool for TypeScript,Model Context Protocol tool. TypeScript implementation.,"hive-mcp-server, hive-mcp-server MCP, MCP tool, Model Context Protocol, TypeScript MCP",2,TypeScript,
Tool Page,https://www.trackmcp.com/tool/ExotelMCP,ExotelMCP - MCP Tool for Java,A Model Context Protocol (MCP) server that provides seamless integration between Claude AI and Exotel's communication APIs for SMS and voice calling ser...,"ExotelMCP, ExotelMCP MCP, MCP tool, Model Context Protocol, Java MCP",2,Java,
Tool Page,https://www.trackmcp.com/tool/Automated-BOD-25-01-CISA-Microsoft-Policies-MCP,Automated-BOD-25-01-CISA-Microsoft-Policies-MCP - MCP Tool for JavaScript,BOD 25-01: Implementing Secure Practices for Cloud Services Required Configurations MCP. JavaScript implementation.,"Automated-BOD-25-01-CISA-Microsoft-Policies-MCP, Automated-BOD-25-01-CISA-Microsoft-Policies-MCP MCP, MCP tool, Model Context Protocol, JavaScript MCP",2,JavaScript,
Tool Page,https://www.trackmcp.com/tool/deepseek-mcp-server,deepseek-mcp-server - MCP Tool for Developers,Model Context Protocol server for DeepSeek's advanced language models,"deepseek-mcp-server, deepseek-mcp-server MCP, MCP tool, Model Context Protocol",2,,
Tool Page,https://www.trackmcp.com/tool/avs-docs-mcp,avs-docs-mcp - MCP Tool for Python,A vector search MCP for document retrieval using MongoDB Atlas Vector Search and Voyage AI Context embeddings.. Python implementation.,"avs-docs-mcp, avs-docs-mcp MCP, MCP tool, Model Context Protocol, Python MCP, atlas-vector-search, mcp-server, voyageai",2,Python,"atlas-vector-search, mcp-server, voyageai"
Tool Page,https://www.trackmcp.com/tool/aws-cli-mcp-server,aws-cli-mcp-server - MCP Tool for TypeScript,Model Context Protocol tool. TypeScript implementation.,"aws-cli-mcp-server, aws-cli-mcp-server MCP, MCP tool, Model Context Protocol, TypeScript MCP",2,TypeScript,
Tool Page,https://www.trackmcp.com/tool/mcp-server-aws-cognito,mcp-server-aws-cognito - MCP Tool for JavaScript,Model Context Protocol tool. JavaScript implementation.,"mcp-server-aws-cognito, mcp-server-aws-cognito MCP, MCP tool, Model Context Protocol, JavaScript MCP",2,JavaScript,
Tool Page,https://www.trackmcp.com/tool/excel-to-pdf-mcp,excel-to-pdf-mcp - MCP Tool for TypeScript,An MCP server that can convert Excel (.xls/.xlsx) and Apple Numbers (.numbers) files to PDF. TypeScript implementation.,"excel-to-pdf-mcp, excel-to-pdf-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP",2,TypeScript,
Tool Page,https://www.trackmcp.com/tool/mcp-server-aws-cognito,mcp-server-aws-cognito - MCP Tool for JavaScript,Model Context Protocol tool. JavaScript implementation.,"mcp-server-aws-cognito, mcp-server-aws-cognito MCP, MCP tool, Model Context Protocol, JavaScript MCP",2,JavaScript,
Tool Page,https://www.trackmcp.com/tool/chrome-history-mcp,chrome-history-mcp - MCP Tool for Python,"Talk with AI about your browser history, get fun ^_^. Python implementation. MCP tool for AI development.","chrome-history-mcp, chrome-history-mcp MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/MCP,MCP - MCP Tool for Python,This repository includes the description of MCP and how to build using it.. Python implementation.,"MCP, MCP MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/ebird-mcp-server,ebird-mcp-server - MCP Tool for JavaScript,"A Model Context Protocol (MCP) server for the eBird API, allowing Claude and other AI assistants to access bird observation data, hotspots, and taxonomy...","ebird-mcp-server, ebird-mcp-server MCP, MCP tool, Model Context Protocol, JavaScript MCP, birdwatching, claude-desktop, ebird, model-context-protocol, model-context-protocol-servers",2,JavaScript,"birdwatching, claude-desktop, ebird, model-context-protocol, model-context-protocol-servers, ornithology"
Tool Page,https://www.trackmcp.com/tool/aliyun-mcp-server,aliyun-mcp-server - MCP Tool for JavaScript,This MCP server provides tools for interacting with Aliyun (Alibaba Cloud) services.. JavaScript implementation.,"aliyun-mcp-server, aliyun-mcp-server MCP, MCP tool, Model Context Protocol, JavaScript MCP, aliyun-sdk, llm, mcp, mcp-server",2,JavaScript,"aliyun-sdk, llm, mcp, mcp-server"
Tool Page,https://www.trackmcp.com/tool/demomcp,demomcp - MCP Tool for Python,Demonstration of a simple OS and Log Analysis MCP server. Python implementation.,"demomcp, demomcp MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/Gemini-Data-Analysis-Research-MCP-Server,Gemini-Data-Analysis-Research-MCP-Server - MCP Tool for TypeScript,Model Context Protocol tool. TypeScript implementation.,"Gemini-Data-Analysis-Research-MCP-Server, Gemini-Data-Analysis-Research-MCP-Server MCP, MCP tool, Model Context Protocol, TypeScript MCP",2,TypeScript,
Tool Page,https://www.trackmcp.com/tool/aws-ow-s3-mcp,aws-ow-s3-mcp - MCP Tool for TypeScript,OpenWorkspace-o1 S3 Model Context Protocol Server.. TypeScript implementation.,"aws-ow-s3-mcp, aws-ow-s3-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP",2,TypeScript,
Tool Page,https://www.trackmcp.com/tool/browser-mcp,browser-mcp - MCP Tool for JavaScript,Browser MCP. JavaScript implementation.,"browser-mcp, browser-mcp MCP, MCP tool, Model Context Protocol, JavaScript MCP, automation, browser, browser-extension, mcp, websocket",2,JavaScript,"automation, browser, browser-extension, mcp, websocket"
Tool Page,https://www.trackmcp.com/tool/aemet-mcp,aemet-mcp - MCP Tool for Python,MCP server for check Spanish climate data using AEMET web API. Python implementation.,"aemet-mcp, aemet-mcp MCP, MCP tool, Model Context Protocol, Python MCP, climate-data, mcp-server, spain",2,Python,"climate-data, mcp-server, spain"
Tool Page,https://www.trackmcp.com/tool/yapi-mcp,yapi-mcp - MCP Tool for JavaScript,关于Yapi的mcp可获取接口地址及其请求、返回参数。快速生成前端api文件. JavaScript implementation.,"yapi-mcp, yapi-mcp MCP, MCP tool, Model Context Protocol, JavaScript MCP",2,JavaScript,
Tool Page,https://www.trackmcp.com/tool/edu_data_mcp_server,edu_data_mcp_server - MCP Tool for JavaScript,Model Context Protocol tool. JavaScript implementation.,"edu_data_mcp_server, edu_data_mcp_server MCP, MCP tool, Model Context Protocol, JavaScript MCP",2,JavaScript,
Tool Page,https://www.trackmcp.com/tool/aws-ses-mcp,aws-ses-mcp - MCP Tool for TypeScript,This is a simple Model Context Protocol (MCP) server that sends emails using AWS SES (Simple Email Service). Perfect for integrating with Cursor or Clau...,"aws-ses-mcp, aws-ses-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP",2,TypeScript,
Tool Page,https://www.trackmcp.com/tool/mcp-chromium-arm64,mcp-chromium-arm64 - MCP Tool for Python,🚀 ARM64 Browser Automation for Claude Code - SaaS testing on 80 Raspberry Pi budget. The first solution that works where Playwright/Puppeteer fail on A...,"mcp-chromium-arm64, mcp-chromium-arm64 MCP, MCP tool, Model Context Protocol, Python MCP, ai-testing, arm64, browser-automation, budget-ai, claude-code",2,Python,"ai-testing, arm64, browser-automation, budget-ai, claude-code, mcp, nodejs, raspberry-pi, saas-testing, startup-tools"
Tool Page,https://www.trackmcp.com/tool/gitlab-kanban-mcp-server,gitlab-kanban-mcp-server - MCP Tool for TypeScript,GitLabのカンバンボード操作を行うためのMCPサーバー. TypeScript implementation.,"gitlab-kanban-mcp-server, gitlab-kanban-mcp-server MCP, MCP tool, Model Context Protocol, TypeScript MCP",2,TypeScript,
Tool Page,https://www.trackmcp.com/tool/mcp-server-elasticsearch,mcp-server-elasticsearch - MCP Tool for JavaScript,Model Context Protocol tool. JavaScript implementation.,"mcp-server-elasticsearch, mcp-server-elasticsearch MCP, MCP tool, Model Context Protocol, JavaScript MCP",2,JavaScript,
Tool Page,https://www.trackmcp.com/tool/alibabacloud-lindorm-mcp-server,alibabacloud-lindorm-mcp-server - MCP Tool for Python,Model Context Protocol tool. Python implementation.,"alibabacloud-lindorm-mcp-server, alibabacloud-lindorm-mcp-server MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/deepseek-r1-mcp,deepseek-r1-mcp - MCP Tool for JavaScript,a deepseek r1 MCP for reasoning/desigining with agents. JavaScript implementation.,"deepseek-r1-mcp, deepseek-r1-mcp MCP, MCP tool, Model Context Protocol, JavaScript MCP",2,JavaScript,
Tool Page,https://www.trackmcp.com/tool/custom-mcp-database,custom-mcp-database - MCP Tool for Python,Model Context Protocol tool. Python implementation.,"custom-mcp-database, custom-mcp-database MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/mcp-elicitation-restaurant-finder,mcp-elicitation-restaurant-finder - MCP Tool for Python,A simple MCP server simulating a tool for find restaurants built with FastMCP to show elicitation in action. Python implementation.,"mcp-elicitation-restaurant-finder, mcp-elicitation-restaurant-finder MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/MCP-Server-Azure-Impact-Reporting,MCP-Server-Azure-Impact-Reporting - MCP Tool for Python,Model Context Protocol tool. Python implementation.,"MCP-Server-Azure-Impact-Reporting, MCP-Server-Azure-Impact-Reporting MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/bring-mcp,bring-mcp - MCP Tool for TypeScript,MCP Server for Bring! Shopping. TypeScript implementation.,"bring-mcp, bring-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP, bring, bring-shopping, mcp, mcp-server, shopping-list",2,TypeScript,"bring, bring-shopping, mcp, mcp-server, shopping-list"
Tool Page,https://www.trackmcp.com/tool/mcp-conversation-server,mcp-conversation-server - MCP Tool for TypeScript,Model Context Protocol tool. TypeScript implementation.,"mcp-conversation-server, mcp-conversation-server MCP, MCP tool, Model Context Protocol, TypeScript MCP",2,TypeScript,
Tool Page,https://www.trackmcp.com/tool/git-mcp-server,git-mcp-server - MCP Tool for JavaScript,A Model Context Protocol (MCP) server providing comprehensive Git operations for Claude Code and other MCP clients. JavaScript implementation.,"git-mcp-server, git-mcp-server MCP, MCP tool, Model Context Protocol, JavaScript MCP",2,JavaScript,
Tool Page,https://www.trackmcp.com/tool/blue-perfumery-mcp-server,blue-perfumery-mcp-server - MCP Tool for TypeScript,MCP server for Blue   Perfumery - AI-powered perfume discovery and shopping. TypeScript implementation.,"blue-perfumery-mcp-server, blue-perfumery-mcp-server MCP, MCP tool, Model Context Protocol, TypeScript MCP",2,TypeScript,
Tool Page,https://www.trackmcp.com/tool/geocode-mcp,geocode-mcp - MCP Tool for Python,A Basic MCP server to convert locations into Latitude and Longitude Coordinates. Python implementation.,"geocode-mcp, geocode-mcp MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/emqx-plugin-mcp-tools,emqx-plugin-mcp-tools - MCP Tool for Erlang,An EMQX plugin that provide some MCP tools for health checking and problem analysis. Erlang implementation.,"emqx-plugin-mcp-tools, emqx-plugin-mcp-tools MCP, MCP tool, Model Context Protocol, Erlang MCP",2,Erlang,
Tool Page,https://www.trackmcp.com/tool/cal_dot_com_mcpserver,cal_dot_com_mcpserver - MCP Tool for JavaScript,Model Context Protocol tool. JavaScript implementation.,"cal_dot_com_mcpserver, cal_dot_com_mcpserver MCP, MCP tool, Model Context Protocol, JavaScript MCP",2,JavaScript,
Tool Page,https://www.trackmcp.com/tool/mcp_things2,mcp_things2 - MCP Tool for Python,now on steroids. Python implementation. MCP tool for AI development.,"mcp_things2, mcp_things2 MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/cargo-mcp,cargo-mcp - MCP Tool for Rust,an mcp server for cargo commands. Rust implementation.,"cargo-mcp, cargo-mcp MCP, MCP tool, Model Context Protocol, Rust MCP",2,Rust,
Tool Page,https://www.trackmcp.com/tool/fyers-mcp-server,fyers-mcp-server - MCP Tool for Python,MCP server for FYERS API v3 with auto Oauth. Python implementation.,"fyers-mcp-server, fyers-mcp-server MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/akave-mcp,akave-mcp - MCP Tool for TypeScript,Model Context Protocol tool. TypeScript implementation.,"akave-mcp, akave-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP",2,TypeScript,
Tool Page,https://www.trackmcp.com/tool/enkryptai-mcp-server,enkryptai-mcp-server - MCP Tool for Python,Model Context Protocol tool. Python implementation.,"enkryptai-mcp-server, enkryptai-mcp-server MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/brain-trust-mcp,brain-trust-mcp - MCP Tool for Python,Model Context Protocol tool. Python implementation.,"brain-trust-mcp, brain-trust-mcp MCP, MCP tool, Model Context Protocol, Python MCP, ai, cursor, fastmcp, mcp, openai",2,Python,"ai, cursor, fastmcp, mcp, openai, python"
Tool Page,https://www.trackmcp.com/tool/cellrank-mcp,cellrank-mcp - MCP Tool for Python,MCP server for trajectory inference using cellrank. Python implementation.,"cellrank-mcp, cellrank-mcp MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/mcp-oracle-server,mcp-oracle-server - MCP Tool for JavaScript,servidor mpc para hacer consultas a oracle. JavaScript implementation. MCP tool for AI development.,"mcp-oracle-server, mcp-oracle-server MCP, MCP tool, Model Context Protocol, JavaScript MCP",2,JavaScript,
Tool Page,https://www.trackmcp.com/tool/entrez-mcp-server,entrez-mcp-server - MCP Tool for TypeScript,Model Context Protocol tool. TypeScript implementation.,"entrez-mcp-server, entrez-mcp-server MCP, MCP tool, Model Context Protocol, TypeScript MCP",2,TypeScript,
Tool Page,https://www.trackmcp.com/tool/cloudera-ai-agent-studio-mcp,cloudera-ai-agent-studio-mcp - MCP Tool for Python,MCP Server for driving Cloudera AI's Agent Studio. Python implementation.,"cloudera-ai-agent-studio-mcp, cloudera-ai-agent-studio-mcp MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/time-mcp,time-mcp - MCP Tool for Python,Model Context Protocol tool. Python implementation.,"time-mcp, time-mcp MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
Tool Page,https://www.trackmcp.com/tool/chesspal-mcp-engine,chesspal-mcp-engine - MCP Tool for Python,A chess engine MCP server powered by Stockfish. Python implementation.,"chesspal-mcp-engine, chesspal-mcp-engine MCP, MCP tool, Model Context Protocol, Python MCP",2,Python,
